input,cores,chunk_size,run1s1,run1s2,run1e1,run1e2,run2s1,run2s2,run2e1,run2e2,run3s1,run3s2,run3e1,run3e2,run4s1,run4s2,run4e1,run4e2,run5s1,run5s2,run5e1,run5e2
30000,12,128,2.385152,2.432685,21.805389,21.808645,2.378315,2.426091,21.812916,21.805475,2.359724,2.367720,21.804984,22.211377,2.392480,2.376513,21.804189,21.861622,2.378665,2.410170,21.804006,21.833864
30000,12,256,2.709850,2.515669,21.803941,21.805110,2.487498,2.489164,21.806390,21.882285,2.472881,2.483868,21.803738,21.808928,2.488714,2.503353,21.810137,21.807074,2.444855,2.492533,21.805131,22.465629
30000,12,512,2.778067,2.639218,21.805168,21.923248,2.806666,2.646827,21.805434,21.805879,2.818192,2.712920,21.800839,21.816752,2.841884,2.713724,21.805549,22.558148,2.792593,2.714787,21.804876,21.989596
30000,12,1024,3.106267,3.145363,21.817188,22.182212,3.029744,3.128246,21.805912,22.432562,3.036785,3.185637,21.809144,21.810386,3.084770,3.254117,21.804642,21.838838,3.003387,3.254684,21.805686,21.868281
30000,12,2048,4.090348,3.948517,21.804419,21.805359,4.007578,3.857674,21.806233,21.812166,4.049670,3.706341,21.809194,21.806142,3.960476,3.732016,21.804224,21.919195,4.029803,3.863906,21.804692,21.870848
30000,12,4096,6.528344,6.677594,21.804700,21.863090,6.503559,6.492432,21.801026,21.862435,6.502115,6.566387,21.804605,21.807810,6.499146,6.530462,21.808103,21.807718,6.494633,6.508271,21.802933,21.807055
30000,16,1,1.740571,1.739113,21.813593,21.801659,1.737342,1.735524,21.802826,21.908017,1.737246,1.738720,21.803134,21.815260,1.728770,1.732389,21.803544,21.802286,1.737882,1.736072,21.803029,21.804273
30000,16,10,1.752802,1.753141,21.840157,21.942022,1.739189,1.758473,21.803354,21.893099,1.744579,1.730917,21.808262,21.803692,1.744058,1.761584,21.802593,21.806996,1.739230,1.756449,21.803147,21.900568
30000,16,16,1.739335,1.747558,21.803854,21.801757,1.760368,1.752227,21.940383,22.128109,1.744691,1.806254,21.827047,22.549594,1.755141,1.762451,21.800772,21.801953,1.750833,1.744565,21.804713,21.808611
30000,16,32,1.760286,1.760615,21.803616,21.798928,1.764329,1.757277,21.804247,21.826841,1.751470,1.801719,21.803823,22.459148,1.747907,1.767055,21.804953,21.861897,1.754116,1.772272,21.813900,22.553610
30000,16,64,1.820701,1.788213,21.803986,21.804587,1.830029,1.779308,21.802513,21.809372,1.822912,1.793876,21.799305,21.801631,1.827396,1.775721,21.803139,22.039123,1.820297,1.793172,21.809167,21.912775
30000,16,128,1.881912,1.846978,21.803265,22.225196,1.865430,1.855683,21.803747,21.811926,1.848213,1.878601,21.803662,21.802093,1.863657,1.824413,21.803029,22.037064,1.853565,1.827963,21.802061,21.803880
30000,16,256,1.870366,1.944553,21.816146,21.801790,1.885333,1.967324,21.806882,21.852895,1.884741,1.929302,21.804981,21.887261,1.877673,1.954677,21.803316,21.805411,1.878438,1.938366,21.804970,21.920267
30000,16,512,2.189023,2.157419,21.803076,21.801755,2.215222,2.153196,21.806647,21.807642,2.251872,2.137057,21.805164,21.875504,2.251983,2.155352,21.813552,22.552533,2.258029,2.135279,21.803563,22.507811
30000,16,1024,2.709609,2.637898,21.804971,21.810403,2.668883,2.675871,21.805229,21.801369,2.711051,2.616514,21.803879,21.911005,2.657648,2.669364,21.804730,21.802215,2.695467,2.652715,21.804579,21.906333
30000,16,2048,3.499097,3.515559,21.816179,21.831191,3.514594,3.450924,21.804575,22.383250,3.465283,3.508907,21.804770,21.824305,3.508857,3.519871,21.804160,22.309359,3.516575,3.537511,21.804147,21.874949
30000,16,4096,6.497163,6.609317,21.803038,21.801626,6.505450,6.523744,21.804139,22.559074,6.650028,6.514881,21.804155,21.797927,6.579627,6.646322,21.804239,21.812841,6.606860,6.576662,21.804851,22.551286
30000,20,1,1.433991,1.431687,21.803561,21.797938,1.496977,1.447207,21.804503,21.798753,1.420284,1.422915,21.803973,21.939201,1.418880,1.417468,21.865111,21.867234,1.430923,1.434019,21.804219,22.553383
30000,20,10,1.430332,1.437823,21.805104,22.231253,1.432651,1.510901,21.803653,21.801416,1.448455,1.500349,21.806466,22.091328,1.427975,1.462669,21.811188,22.493475,1.532828,1.473548,21.804709,22.088952
30000,20,16,1.438938,1.525651,21.818116,21.819937,1.461439,1.502598,21.805127,21.820398,1.477241,1.431754,21.804983,21.802119,1.439829,1.502068,21.850654,21.916881,1.434962,1.500770,21.803715,21.841658
30000,20,32,1.464709,1.513262,21.807154,21.806745,1.458218,1.451038,21.839868,21.856632,1.444007,1.466507,21.803896,22.205468,1.455177,1.432727,21.802521,21.918467,1.476844,1.447801,21.804342,22.070703
30000,20,64,1.471394,1.475971,21.812827,21.901191,1.456902,1.531540,21.804551,21.818443,1.450769,1.473213,21.810851,21.815994,1.464924,1.472655,21.809863,22.551109,1.449738,1.474148,21.804094,22.211236
30000,20,128,1.561878,1.520536,21.811695,21.803077,1.579978,1.584759,21.839357,22.161088,1.626922,1.524905,21.803698,21.814516,1.551937,1.541627,21.805390,22.090541,1.597564,1.527185,21.803167,22.548929
30000,20,256,1.664362,1.651871,21.803915,21.805497,1.647171,1.625148,21.803707,21.806336,1.647545,1.655612,21.808138,21.851354,1.624664,1.659397,21.810130,22.553178,1.632679,1.676070,21.803580,21.817770
30000,20,512,1.738201,1.891046,21.803418,21.836652,1.717367,1.841367,21.803604,21.798713,1.744223,1.875087,21.810333,21.916337,1.762709,1.872386,21.803380,21.888274,1.710395,1.852359,21.806324,21.839288
30000,20,1024,2.404066,2.378211,21.804977,21.801538,2.374950,2.435088,21.804905,21.806647,2.446975,2.399180,21.802074,21.801494,2.465803,2.352102,21.805438,21.805741,2.432263,2.412074,21.845688,21.863220
30000,20,2048,3.517363,3.547933,21.803906,22.553780,3.611174,3.510625,21.817945,21.801253,3.507994,3.486264,21.806077,21.804183,3.447941,3.508051,21.802846,21.811377,3.472527,3.530274,21.811427,21.799433
30000,20,4096,6.495779,6.557415,21.804789,21.930551,6.706805,6.671792,21.804198,21.805517,6.523599,6.639367,21.804554,21.871489,6.567912,6.689440,21.802314,21.801585,6.656686,6.636964,21.804020,22.215337
30000,24,1,1.290092,1.252083,21.802133,21.801561,1.251501,1.266438,21.805101,21.812033,1.243642,1.247799,21.812057,22.143434,1.269846,1.344906,21.802357,21.897614,1.255852,1.315269,21.802783,21.806484
30000,24,10,1.272029,1.274461,21.802893,21.809763,1.263268,1.289078,21.801266,21.878700,1.248368,1.322686,21.809827,21.799942,1.281812,1.278212,21.814359,21.942473,1.259632,1.271354,21.803895,21.809908
30000,24,16,1.279117,1.304935,21.802433,21.803578,1.306347,1.317959,21.808801,21.836692,1.308899,1.282615,21.804958,22.133438,1.280034,1.319109,21.804585,21.802499,1.319575,1.282387,21.847649,21.806826
30000,24,32,1.275352,1.294676,21.804150,21.803911,1.291579,1.297421,21.803864,21.840913,1.269286,1.276534,21.803269,22.552524,1.292879,1.273700,21.804089,22.099932,1.271853,1.278648,21.810637,22.473545
30000,24,64,1.329289,1.316030,21.805023,21.935878,1.303446,1.320305,21.805088,21.805713,1.287452,1.325016,21.804011,21.802218,1.292967,1.316445,21.802347,21.810365,1.330954,1.307234,21.813047,21.801079
30000,24,128,1.441965,1.373445,21.806778,21.893925,1.380075,1.402382,21.803020,21.842300,1.467601,1.373322,21.804683,21.854916,1.371872,1.450573,21.810661,21.802680,1.395630,1.407401,21.814030,21.803284
30000,24,256,1.544820,1.509714,21.805287,21.801092,1.536484,1.492138,21.820871,21.802483,1.523310,1.490947,21.804674,21.803591,1.539405,1.492755,21.809637,21.814021,1.525320,1.529734,21.803553,21.802625
30000,24,512,1.649805,1.733925,21.805203,21.805312,1.642929,1.738474,21.808075,21.800211,1.639641,1.710282,21.804448,21.872180,1.609527,1.680327,21.813676,21.861064,1.667366,1.698598,21.802196,21.979534
30000,24,1024,2.168553,2.210134,21.804798,21.800527,2.237301,2.331791,21.810962,21.862785,2.152845,2.211283,21.817397,21.906931,2.202952,2.172827,21.813814,21.801861,2.154637,2.206258,21.814194,21.807479
30000,24,2048,3.538952,3.644074,21.804774,21.901240,3.612344,3.440863,21.803411,21.802448,3.531333,3.511249,21.813454,21.875450,3.649573,3.521627,21.802442,21.801801,3.555298,3.657101,21.804667,21.802322
30000,24,4096,6.712109,6.726563,21.797429,22.211133,6.639346,6.689446,21.805189,21.804185,6.606398,6.607724,21.803585,22.229384,6.722206,6.631699,21.804365,22.312121,6.682591,6.676478,21.804056,21.898616
30000,28,1,1.069512,1.081153,21.804113,21.803027,1.075622,1.069647,21.856219,21.990450,1.096181,1.079464,21.805032,22.048404,1.094489,1.091339,21.804365,21.914800,1.070191,1.065348,21.807539,21.886410
30000,28,10,1.094989,1.100425,21.805448,22.554016,1.103098,1.090675,21.814742,21.839994,1.120357,1.083986,21.803478,22.265841,1.085735,1.081248,21.805415,21.815383,1.080912,1.119273,21.803447,21.807247
30000,28,16,1.095913,1.140004,21.806624,21.976895,1.088166,1.105239,21.811222,22.194040,1.121752,1.096560,21.804652,21.806384,1.096660,1.102134,21.803372,21.815905,1.079693,1.090973,21.803588,21.801775
30000,28,32,1.119371,1.117411,21.803845,21.837644,1.121742,1.103059,21.817019,22.245071,1.114077,1.100225,21.803413,21.862337,1.111884,1.101043,21.804014,21.834623,1.120234,1.113180,21.803022,21.801866
30000,28,64,1.122067,1.135063,21.806242,21.801367,1.125763,1.171300,21.819510,21.884321,1.125176,1.169534,21.803211,21.913793,1.128070,1.122461,21.804698,21.815793,1.114991,1.136291,21.804076,22.057500
30000,28,128,1.250568,1.197161,21.804585,21.802853,1.136556,1.233488,21.804525,21.911532,1.131033,1.204126,21.804373,21.810722,1.143148,1.191755,21.805922,21.801337,1.136377,1.199362,21.805498,22.278664
30000,28,256,1.322619,1.330426,21.803861,21.932067,1.393953,1.283451,21.803867,21.802672,1.350552,1.285617,21.806115,21.804388,1.335649,1.283628,21.815192,21.916910,1.334926,1.303319,21.801876,21.979772
30000,28,512,1.582891,1.509195,21.803760,21.901270,1.509135,1.495518,21.803366,21.808440,1.562238,1.513183,21.804565,22.233033,1.516938,1.502071,21.806560,21.804452,1.520990,1.543930,21.804261,22.140223
30000,28,1024,1.941682,1.877054,21.803710,21.810485,1.994970,1.974233,21.804661,21.887520,1.980098,2.029626,21.804152,21.895168,1.978555,1.933636,21.804140,21.802153,1.992150,1.958992,21.804107,21.802515
30000,28,2048,3.511609,3.469849,21.814272,21.802639,3.504387,3.500300,21.805210,21.804444,3.507828,3.552145,21.803753,21.803192,3.455249,3.527910,21.803478,21.804495,3.502021,3.602668,21.803639,21.813625
30000,28,4096,6.607232,6.705581,21.804526,21.801761,6.684208,6.530919,21.808672,22.260903,6.696228,6.571644,21.802390,21.800777,6.584191,6.720537,21.803985,21.807508,6.506916,6.649378,21.802717,22.228305
30000,32,1,0.951261,0.933263,21.804295,21.798235,0.946022,0.941287,21.804246,21.806287,0.950401,0.934767,21.940497,21.800176,0.945460,0.937176,21.820917,21.807701,0.931184,0.951897,21.804846,21.821652
30000,32,10,0.964763,0.954195,21.809123,21.827437,0.963534,0.946426,21.804775,21.804118,0.970438,0.957080,21.802426,21.802696,0.950362,0.940829,21.809442,21.807905,0.957148,0.936131,21.803637,21.801813
30000,32,16,0.953969,0.963263,21.804912,21.813501,0.945212,0.965685,21.804715,21.934119,0.961384,0.963687,21.804231,21.803457,0.949217,0.960499,21.806095,21.837342,0.956399,0.959178,21.805373,21.809388
30000,32,32,0.986048,0.969674,21.801238,21.875976,0.990848,0.980790,21.803602,21.804668,0.976323,0.961476,21.803208,21.803999,0.985656,0.966273,21.811791,21.803234,0.997143,0.972305,21.804261,21.807342
30000,32,64,0.997643,1.000432,21.803959,21.814539,1.004853,0.996395,21.804255,22.062518,1.018045,1.005701,21.803421,21.874015,1.000744,0.995471,21.822702,21.802974,0.996889,0.995330,21.805905,21.806669
30000,32,128,1.016711,1.055841,21.803754,21.811679,1.029813,1.049674,21.804282,21.817844,1.015987,1.066695,21.804626,21.839086,1.017786,1.062707,21.807507,21.801259,1.028316,1.065149,21.802733,21.801073
30000,32,256,1.203502,1.225622,21.804049,21.815425,1.200901,1.211722,21.802586,21.801509,1.233772,1.159048,21.804899,21.810203,1.163368,1.194685,21.812400,21.800191,1.164511,1.180664,21.802919,21.799848
30000,32,512,1.475811,1.418350,21.803131,21.831008,1.427438,1.473720,21.805497,21.801707,1.432410,1.387067,21.802795,21.802109,1.463878,1.460876,21.803829,21.802421,1.511271,1.417032,21.804573,21.880144
30000,32,1024,1.904278,1.993799,21.815749,21.799969,2.017211,1.943124,21.804447,21.800053,1.926592,1.877135,21.803815,21.820708,1.908083,1.930606,21.802782,21.802501,1.946587,1.961259,21.803998,21.803144
30000,32,2048,3.498477,3.606437,21.815810,21.805886,3.448754,3.577226,21.802975,21.869248,3.398859,3.552381,21.809859,21.805223,3.496216,3.585946,21.802801,21.843382,3.455498,3.535945,21.803452,21.813333
30000,32,4096,6.594564,6.638314,21.804487,22.418197,6.553071,6.510121,21.804584,21.809001,6.519861,6.565445,21.805509,21.885273,6.543262,6.526985,21.804017,21.893580,6.542635,6.719537,21.805054,21.884990
30000,36,1,1.002479,0.941815,21.798508,21.901026,1.038131,0.943880,21.797158,22.554579,0.968986,0.941083,21.797043,21.961223,1.027156,0.950267,21.806651,21.848961,0.990165,0.983060,21.797814,22.250954
30000,36,10,0.957605,0.966830,21.798995,21.810933,0.947096,0.951944,21.798455,22.552386,0.966239,0.995067,21.798610,21.804929,0.987660,0.987050,21.815442,22.059625,1.004244,0.962352,21.798833,22.248816
30000,36,16,0.970922,0.961146,21.798305,22.116659,1.020980,0.973348,21.800187,21.801865,0.993700,0.966840,21.799074,22.587332,0.963716,0.948420,21.804774,22.135246,0.960521,0.990482,21.797991,22.334298
30000,36,32,1.011340,0.997836,21.798591,21.812221,1.038370,0.977384,21.797574,22.546788,0.971381,1.009092,21.799540,21.802213,1.022898,0.987704,21.806506,21.801658,1.015099,0.967287,21.798895,22.347088
30000,36,64,1.023588,1.016722,21.801030,21.809655,1.045333,1.013288,21.797907,22.554205,1.031808,1.007970,21.797751,21.813413,1.014624,1.007233,21.799041,22.274226,1.006621,1.034190,21.798206,22.514024
30000,36,128,1.097561,1.083821,21.819261,21.821612,1.045736,1.116148,21.797866,22.113236,1.050441,1.094934,21.799931,21.884074,1.043404,1.125122,21.796859,22.529956,1.046790,1.092407,21.799930,21.822113
30000,36,256,1.147354,1.214830,21.809233,22.150296,1.176071,1.197114,21.800022,22.446076,1.175250,1.272573,21.797765,21.818730,1.194034,1.262350,21.807795,21.849398,1.223764,1.209960,21.798156,21.881334
30000,36,512,1.528764,1.452973,21.814671,21.925751,1.504466,1.495815,21.798303,21.859802,1.530008,1.477070,21.799374,21.807756,1.548375,1.517774,21.798401,22.030935,1.569695,1.513209,21.797720,21.798229
30000,36,1024,2.145968,2.134915,21.797881,21.852153,2.198289,2.107856,21.799799,21.940953,2.139982,2.170033,21.812188,21.798547,2.108103,2.165748,21.798880,22.364435,2.163887,2.205145,21.798855,21.809706
30000,36,2048,3.945841,3.945829,21.798608,21.809738,3.677217,3.578395,21.798378,21.811523,3.853148,3.955749,21.800977,21.798115,3.934808,3.826966,21.797882,21.803833,3.914415,3.948821,21.806196,21.845641
30000,36,4096,7.106662,7.044157,21.798103,21.871416,6.734767,6.589412,21.798192,21.871736,7.205143,6.890851,21.799711,22.440783,6.645435,6.630208,21.798283,21.801825,7.133239,6.857299,21.797877,22.551715
30000,40,1,0.880153,0.869319,21.805160,21.824516,0.909055,0.862641,21.797445,22.075884,0.879751,0.877192,21.798891,21.871107,0.897360,0.887046,21.796651,21.802348,0.857117,0.845171,21.797685,22.350054
30000,40,10,0.877421,0.877162,21.819470,22.547294,0.870279,0.873318,21.798497,21.804490,0.893352,0.870292,21.798794,21.815463,0.899603,0.894316,21.798062,21.827267,0.887191,0.861608,21.799648,21.803764
30000,40,16,0.874933,0.877485,21.818805,22.153036,0.885240,0.884748,21.798922,22.315700,0.887407,0.907136,21.799196,21.919318,0.877498,0.891732,21.798005,22.550522,0.869802,0.881968,21.798252,21.827137
30000,40,32,0.901169,0.894351,21.815578,22.014595,0.872093,0.912273,21.800341,21.852582,0.936502,0.922699,21.798682,21.878682,0.940081,0.926191,21.798912,22.364339,0.949887,0.895669,21.798853,22.555239
30000,40,64,0.947300,0.957084,21.799566,21.820788,0.974404,0.935404,21.799616,22.047546,0.941140,0.926001,21.803849,21.802309,0.974383,0.946817,21.798839,22.338535,0.965585,0.908708,21.798209,22.539161
30000,40,128,0.980521,0.992338,21.798613,21.803648,0.987445,1.029416,21.843527,22.035033,0.984410,0.985876,21.812063,22.216687,0.973430,1.009643,21.800131,21.891820,0.979865,0.985454,21.798483,21.809197
30000,40,256,1.143406,1.160960,21.798206,21.811845,1.094740,1.129933,21.799253,22.034794,1.010363,1.145495,21.819849,22.254381,1.085659,1.161515,21.798542,22.542476,1.009235,1.120000,21.797336,21.834410
30000,40,512,1.473145,1.456111,21.796809,21.871775,1.451750,1.377293,21.798534,21.804279,1.421042,1.422083,21.801302,22.023009,1.482911,1.399624,21.797180,22.409430,1.410409,1.417789,21.799135,21.834040
30000,40,1024,2.187570,2.202019,21.798358,21.796922,2.204352,2.106635,21.798645,21.825251,2.092592,2.200304,21.796924,22.109417,2.091565,2.056891,21.813904,21.879607,2.144962,2.153139,21.802182,21.797171
30000,40,2048,3.658306,3.528485,21.798203,21.831255,3.846960,3.898172,21.798489,21.801611,3.774912,4.002654,21.799578,22.184661,3.721200,3.574981,21.797519,21.810117,3.978338,3.718155,21.799089,22.295179
30000,40,4096,6.750154,6.646034,21.798556,21.893623,6.717959,6.705850,21.796914,21.797004,7.057417,6.751780,21.799139,21.807646,6.614991,6.874197,21.798117,22.503206,6.702963,6.689800,21.798158,21.923620
30000,44,1,0.839233,0.803167,21.805422,21.930041,0.831349,0.792478,21.947810,21.822272,0.821569,0.793498,21.813671,21.819239,0.778299,0.807378,21.805663,21.826117,0.823246,0.792331,21.805534,21.809277
30000,44,10,0.802847,0.785608,21.803792,21.805301,0.809496,0.819717,21.805453,22.089322,0.827579,0.829339,21.815996,21.866790,0.816004,0.784329,21.804462,22.267922,0.812451,0.818450,21.810505,21.809293
30000,44,16,0.850470,0.811332,21.807171,22.467389,0.820045,0.816725,21.805174,22.554726,0.804815,0.825040,21.812101,21.801817,0.836120,0.797549,21.804245,22.007108,0.792342,0.828009,21.805577,21.814700
30000,44,32,0.792841,0.850083,21.804607,22.167128,0.812113,0.809749,21.804303,21.869828,0.819648,0.816960,21.853263,21.802618,0.810172,0.824415,21.808878,22.379989,0.806178,0.843545,21.804940,22.557669
30000,44,64,0.892073,0.854578,21.804795,21.799720,0.872309,0.856562,21.804993,21.950985,0.858825,0.853919,21.816033,21.804387,0.867084,0.854347,21.804650,22.066202,0.869078,0.875791,21.806155,21.874583
30000,44,128,0.913636,0.943542,21.803601,21.879001,0.926880,0.917087,21.804902,21.803407,0.919092,0.927514,21.810201,21.908869,0.924342,0.905099,21.803730,21.930866,0.921742,0.903960,21.805189,21.809922
30000,44,256,0.965397,1.096432,21.804327,22.058052,0.988553,1.089969,21.812950,21.961827,1.006569,1.049736,21.808343,21.806208,0.969573,1.040802,21.804544,21.802240,1.015624,1.071609,21.847527,21.802232
30000,44,512,1.382432,1.337944,21.804597,21.808137,1.355521,1.323656,21.804717,21.817350,1.337808,1.343207,21.804311,21.923907,1.366275,1.330167,21.806315,21.841426,1.392620,1.359170,21.814079,21.885086
30000,44,1024,2.055407,2.169813,21.803543,22.107472,2.020414,2.162450,21.802823,21.814262,2.146010,2.101041,21.804577,21.914493,2.105295,2.121079,21.803162,21.804351,2.025922,2.087380,21.814022,21.808746
30000,44,2048,3.941567,3.563345,21.804556,21.900710,3.730343,3.945067,21.818706,21.845913,3.780605,3.933326,21.805905,22.554078,3.969658,3.675388,21.805104,21.810898,3.645967,3.587659,21.804326,21.875760
30000,44,4096,6.742198,6.855779,21.805486,21.819418,7.109880,6.543717,21.805114,21.802733,6.619042,6.661435,21.806328,21.818639,6.702367,6.504612,21.805439,21.818146,7.102845,6.745908,21.804530,21.811271
30000,48,1,0.734967,0.733849,21.807044,21.801712,0.729902,0.740735,21.805174,22.017573,0.737266,0.730253,21.817423,21.840937,0.757663,0.757191,21.803641,22.100757,0.726013,0.745884,21.804828,21.815745
30000,48,10,0.757943,0.754154,21.803843,21.858660,0.753446,0.736205,21.806037,21.804386,0.747845,0.734719,21.810494,21.801770,0.762720,0.734980,21.805081,21.868660,0.729796,0.747031,21.806122,21.814216
30000,48,16,0.737548,0.763467,21.809499,21.872591,0.744604,0.728033,21.805098,21.801404,0.751247,0.737034,21.843700,21.876680,0.746193,0.737001,21.804484,21.803552,0.732065,0.742321,21.803924,21.813390
30000,48,32,0.757193,0.756927,21.804904,21.885724,0.745407,0.754344,21.804836,22.432215,0.749889,0.748215,21.811350,21.807830,0.729544,0.770460,21.805024,22.554444,0.742751,0.762197,21.806628,21.813580
30000,48,64,0.827788,0.803006,21.805773,21.817209,0.813723,0.782237,21.803969,21.823599,0.842678,0.810547,21.811045,21.805064,0.808904,0.800062,21.805079,21.801877,0.836079,0.796795,21.804379,21.817735
30000,48,128,0.876397,0.854741,21.804199,21.802871,0.874913,0.851417,21.801653,21.870352,0.873648,0.875656,21.804321,21.874121,0.873009,0.854024,21.803703,21.882450,0.877716,0.859586,21.804947,21.804866
30000,48,256,0.938304,1.018254,21.804212,21.805209,0.959760,0.998367,21.804156,21.803522,0.956638,0.988054,21.805138,21.817167,0.929730,1.007350,21.803066,21.832609,0.942292,1.006890,21.814243,21.851201
30000,48,512,1.296838,1.248090,21.804313,22.471220,1.264198,1.317601,21.808321,21.946349,1.257558,1.298763,21.805045,21.802432,1.273740,1.243193,21.802863,21.808009,1.285007,1.242821,21.815117,22.135031
30000,48,1024,2.102330,2.059173,21.805731,21.801620,2.144824,2.128635,21.812816,21.811566,2.081891,2.071934,21.803428,21.952482,2.180870,2.128195,21.804870,21.802045,2.120275,2.126533,21.799359,21.801282
30000,48,2048,3.684220,3.538280,21.944682,21.801725,3.828883,3.663551,21.819466,21.803002,3.786402,3.646948,21.805378,21.926303,3.943985,3.733047,21.805843,21.805269,3.630429,3.621231,21.803443,21.802807
30000,48,4096,6.730815,6.630929,21.804197,21.825222,7.069806,6.658771,21.804811,21.828453,6.507672,6.685320,21.804156,21.808289,6.730052,6.696279,21.804680,21.936382,7.116716,7.178571,21.805163,21.810012
30000,52,1,0.664152,0.658752,21.805303,22.149452,0.661561,0.672401,21.803358,22.197328,0.675353,0.674964,21.857139,21.803076,0.680997,0.668974,21.939924,21.800798,0.664660,0.663601,21.804485,21.811014
30000,52,10,0.681291,0.669341,21.803951,21.803675,0.666328,0.671607,21.803005,22.212992,0.665114,0.689040,21.810325,21.872900,0.667326,0.682048,21.803909,22.288181,0.681755,0.675657,21.802988,21.812402
30000,52,16,0.690134,0.680431,21.803212,21.802137,0.684283,0.686525,21.805294,21.802926,0.695423,0.686721,21.810855,21.876390,0.676198,0.696888,21.805256,21.805964,0.678520,0.683715,21.803976,21.885264
30000,52,32,0.685618,0.691409,21.804727,21.872632,0.705418,0.699180,21.804560,22.333977,0.690086,0.688328,21.897833,21.802946,0.681335,0.702515,21.804613,22.454527,0.689680,0.716532,21.804753,21.921968
30000,52,64,0.725735,0.736969,21.806016,22.553769,0.707616,0.719489,21.805776,21.813516,0.720055,0.721240,21.814551,21.802878,0.708379,0.736505,21.807255,21.802880,0.698788,0.730120,21.804656,21.809511
30000,52,128,0.827136,0.801713,21.805228,21.801207,0.821222,0.810912,21.804106,21.829356,0.829248,0.802586,21.850327,21.833491,0.834845,0.790000,21.799804,21.801984,0.831336,0.811293,21.804559,21.863116
30000,52,256,0.920965,0.937790,21.803175,21.802352,0.916807,0.950370,21.802395,22.326831,0.914011,0.939708,21.816122,22.547038,0.930822,0.954114,21.805247,21.815791,0.915740,0.948658,21.807636,21.802839
30000,52,512,1.198871,1.208285,21.805403,22.230646,1.206989,1.223967,21.804506,21.807813,1.236520,1.185142,21.806051,21.929351,1.227479,1.197582,21.806418,21.847264,1.256091,1.231715,21.822824,22.374677
30000,52,1024,2.160644,2.022145,21.803532,21.804074,2.114173,2.071060,21.812194,21.812005,2.021603,2.101380,21.803096,21.802962,2.104312,2.086938,21.805590,21.801253,2.039831,2.183735,21.848035,21.827572
30000,52,2048,3.865138,3.576627,21.803905,21.802715,3.646510,3.573964,21.816986,21.825505,3.822948,3.463151,21.804886,21.801329,3.511816,3.652619,21.805619,21.810916,3.575735,3.653108,21.806195,22.282987
30000,52,4096,6.962456,7.057028,21.803358,21.914847,6.691393,6.585352,21.804720,21.808505,6.627456,6.667033,21.803875,21.816974,6.834792,6.736117,21.804523,21.801793,6.623051,6.591835,21.804270,21.905359
30000,56,1,0.632191,0.619205,21.804651,21.979075,0.626818,0.624701,21.805303,22.458528,0.633566,0.620034,21.810431,21.797999,0.633876,0.631750,21.805696,22.528049,0.613128,0.619329,21.805176,21.820047
30000,56,10,0.626193,0.636629,21.805162,21.916847,0.627671,0.628590,21.804765,22.554324,0.626615,0.636571,21.811413,21.929813,0.620632,0.627551,21.808896,21.801934,0.623033,0.661155,21.802939,21.808936
30000,56,16,0.639169,0.639751,21.804582,21.801698,0.633174,0.630784,21.803943,21.912174,0.645734,0.641659,21.812028,21.798155,0.649010,0.631517,21.803774,21.802437,0.647942,0.635333,21.804163,22.521979
30000,56,32,0.671502,0.650707,21.807139,21.920661,0.654418,0.664079,21.804820,22.533478,0.661549,0.650567,21.811574,21.812574,0.652552,0.660325,21.809175,22.553732,0.647687,0.679895,21.806052,21.816945
30000,56,64,0.700061,0.685937,21.805201,21.805404,0.655719,0.702669,21.804728,21.827179,0.652406,0.695746,21.810286,21.821557,0.670219,0.687338,21.804089,21.939100,0.677796,0.686722,21.802820,21.812706
30000,56,128,0.782314,0.753185,21.803431,21.829672,0.783215,0.768377,21.803613,21.832321,0.785286,0.757141,21.813043,21.835731,0.782512,0.754795,21.802557,21.843336,0.786249,0.758998,21.804728,21.811095
30000,56,256,0.872836,0.891629,21.803978,21.802478,0.883392,0.889246,21.805030,21.807696,0.876880,0.889061,21.829036,21.802153,0.876907,0.886708,21.803042,21.889816,0.876010,0.883797,21.811269,21.808243
30000,56,512,1.131942,1.138450,21.809395,21.800824,1.149732,1.112283,21.805517,21.992473,1.144259,1.112394,21.808242,21.862302,1.158721,1.137403,21.809070,21.805238,1.160315,1.143359,21.828434,21.802300
30000,56,1024,2.083183,2.050489,21.809346,22.351026,2.137818,2.153514,21.810927,21.814206,2.066039,2.065595,21.805018,21.810436,2.091761,2.173427,21.809881,21.914670,2.021068,2.106770,21.826467,21.802248
30000,56,2048,3.523892,3.797961,21.804424,22.554941,3.639970,3.922770,21.808056,21.806198,3.441021,3.525320,21.808173,21.911216,3.585829,3.572270,21.808881,21.812684,3.518698,3.535961,21.809352,21.931545
30000,56,4096,6.869894,6.561092,21.811967,21.934565,6.627649,7.055539,21.808617,21.816452,6.663734,6.588760,21.811835,21.808269,6.536254,6.544704,21.810189,22.552900,6.512648,6.734586,21.808455,21.810065
30000,60,1,0.589118,0.597582,21.803475,22.552858,0.621120,0.599446,21.809488,21.990491,0.600941,0.609488,21.813646,21.926523,0.603018,0.595045,21.806562,21.956553,0.593863,0.614583,21.810360,21.809695
30000,60,10,0.618176,0.606340,21.803085,21.886291,0.612919,0.602338,21.810613,21.806578,0.627362,0.612164,21.829758,22.168584,0.623518,0.615984,21.809960,21.850964,0.603018,0.584716,21.816352,21.811792
